RELI,E_KOORD,N_KOORD,B22BTOT,B22B11,B22B12,B22B13,B22B14,B22B15,B22B16,B22B21,B22B22,B22B23,B22B24,B22B25,B22B26,B22B27,B22B28,B22B29,B22B30,B22BMTOT,B22BM01,B22BM02,B22BM03,B22BM04,B22BM05,B22BM06,B22BM07,B22BM08,B22BM09,B22BM10,B22BM11,B22BM12,B22BM13,B22BM14,B22BM15,B22BM16,B22BM17,B22BM18,B22BM19,B22BWTOT,B22BW01,B22BW02,B22BW03,B22BW04,B22BW05,B22BW06,B22BW07,B22BW08,B22BW09,B22BW10,B22BW11,B22BW12,B22BW13,B22BW14,B22BW15,B22BW16,B22BW17,B22BW18,B22BW19,B22B41,B22B42,B22B43,B22B44,B22B45,B22B46,B22B51,B22B52,B22B53,B22B54,B22B55,B22B56,H22PTOT,H22P01,H22P02,H22P03,H22P04,H22P05,H22P06,H22PI,latitude,longitude,geometry
74802468,2748000,1246800,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,47.35542216067349,9.397727367519966,POINT (9.397727367519966 47.35542216067349)
74802469,2748000,1246900,10,7,3,3,0,0,0,6,0,3,5,0,4,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,3,4,3,3,3,0,8,0,0,3,0,0,6,3,4,0,0,0,0,1,47.356321309663876,9.397760419307087,POINT (9.397760419307087 47.356321309663876)
74802475,2748000,1247500,3,3,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,47.36171619825284,9.397958753528103,POINT (9.397958753528103 47.36171619825284)
74802479,2748000,1247900,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.36531278553104,9.398090998726216,POINT (9.398090998726216 47.36531278553104)
74802481,2748000,1248100,4,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,0,0,0,0,3,0,0,0,3,0,0,1,47.36711107763051,9.398157128042063,POINT (9.398157128042063 47.36711107763051)
74802482,2748000,1248200,4,4,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,1,47.368010223294554,9.398190194379413,POINT (9.398190194379413 47.368010223294554)
74812438,2748100,1243800,4,4,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,1,47.32842511760768,9.398058830104251,POINT (9.398058830104251 47.32842511760768)
74812440,2748100,1244000,16,16,0,0,0,0,0,16,10,0,6,0,0,0,0,0,0,11,0,0,3,0,0,3,0,0,3,3,3,0,0,3,0,3,0,3,0,5,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,0,3,3,3,8,3,0,15,3,0,0,0,0,6,0,3,3,3,0,0,1,47.330223429657615,9.398124912302185,POINT (9.398124912302185 47.330223429657615)
74812441,2748100,1244100,27,21,6,3,0,3,0,22,12,0,10,0,5,3,0,3,0,14,3,0,0,3,3,3,3,3,0,3,3,0,0,0,3,0,3,3,0,13,3,0,0,0,3,3,3,0,3,0,0,0,0,3,0,3,0,0,0,3,7,4,4,11,0,26,0,3,0,0,0,14,7,4,3,3,3,0,1,47.331122585310474,9.398157955077714,POINT (9.398157955077714 47.331122585310474)
74812442,2748100,1244200,11,11,0,0,0,0,0,11,9,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,8,0,10,3,0,0,0,0,5,3,3,0,0,3,0,1,47.33202174071496,9.398190998971039,POINT (9.398190998971039 47.33202174071496)
74812443,2748100,1244300,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,47.33292089587085,9.398224043982227,POINT (9.398224043982227 47.33292089587085)
74812444,2748100,1244400,23,22,3,0,0,3,0,22,8,0,14,0,3,0,3,0,0,12,0,0,0,0,0,0,0,3,3,3,0,3,3,3,3,0,0,0,0,11,0,0,0,0,0,3,3,0,3,0,0,3,3,3,0,3,0,0,0,3,10,4,5,3,0,22,0,0,3,0,0,12,3,8,0,3,0,0,1,47.33382005077794,9.398257090111336,POINT (9.398257090111336 47.33382005077794)
74812452,2748100,1245200,6,6,0,0,0,0,0,6,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,47.34101328105109,9.398521499397331,POINT (9.398521499397331 47.34101328105109)
74812453,2748100,1245300,3,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,1,47.341912433708934,9.398554555590687,POINT (9.398554555590687 47.341912433708934)
74812458,2748100,1245800,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.34640819322855,9.398719853337393,POINT (9.398719853337393 47.34640819322855)
74812463,2748100,1246300,5,5,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,0,0,0,0,0,3,0,0,0,0,3,0,1,47.350903946445065,9.398885179056563,POINT (9.398885179056563 47.350903946445065)
74812468,2748100,1246800,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.35539969333076,9.399050532756316,POINT (9.399050532756316 47.35539969333076)
74812469,2748100,1246900,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,47.356298841945815,9.399083606854647,POINT (9.399083606854647 47.356298841945815)
74812480,2748100,1248000,5,5,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,3,0,0,0,0,3,0,1,47.36618945986164,9.399447495845077,POINT (9.399447495845077 47.36618945986164)
74812487,2748100,1248700,3,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,1,47.37248347327274,9.399679132141456,POINT (9.399679132141456 47.37248347327274)
74822405,2748200,1240500,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.29873036817763,9.398290878899155,POINT (9.398290878899155 47.29873036817763)
74822425,2748200,1242500,5,5,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,3,0,0,0,0,3,0,1,47.316713598835996,9.39895161021068,POINT (9.39895161021068 47.316713598835996)
74822437,2748200,1243700,10,10,0,0,0,0,0,9,8,0,3,0,3,0,0,3,0,5,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,10,0,0,0,0,0,3,3,0,0,3,3,0,1,47.327503490334564,9.399348263526608,POINT (9.399348263526608 47.327503490334564)
74822438,2748200,1243800,6,6,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,3,0,3,0,3,0,0,1,47.32840264635601,9.39938132523694,POINT (9.39938132523694 47.32840264635601)
74822439,2748200,1243900,30,21,9,9,0,0,0,22,11,0,11,0,8,8,0,0,0,15,3,0,0,0,0,4,3,0,0,3,3,3,3,0,3,0,0,0,0,15,0,0,0,0,3,3,3,3,3,0,3,3,0,0,3,0,0,0,0,3,12,8,5,4,0,27,3,0,0,3,0,17,7,7,3,0,0,0,1,47.32930180212973,9.399414388065619,POINT (9.399414388065619 47.32930180212973)
74822440,2748200,1244000,67,38,29,25,3,3,0,39,10,0,29,0,28,21,6,3,0,32,3,0,3,0,0,3,3,7,3,3,3,0,3,3,4,3,3,0,0,35,3,0,3,3,3,5,3,3,0,4,3,3,4,3,3,4,3,3,0,3,20,9,25,10,0,61,0,3,3,3,0,38,21,10,3,3,3,0,1,47.33020095765549,9.399447452012721,POINT (9.399447452012721 47.33020095765549)
74822441,2748200,1244100,80,49,31,12,11,8,0,46,21,0,25,0,34,11,16,7,0,45,3,4,3,3,4,5,3,3,3,3,3,5,3,3,4,0,3,3,0,35,0,0,3,3,4,4,3,3,3,3,4,3,3,3,0,3,3,0,0,6,17,12,27,18,0,74,0,6,0,0,0,41,18,14,4,4,0,3,1,47.33110011293312,9.399480517078306,POINT (9.399480517078306 47.33110011293312)
74822442,2748200,1244200,111,44,67,15,31,20,3,53,27,0,26,0,58,11,34,13,0,58,3,4,5,3,4,4,6,5,4,4,3,4,5,3,3,3,0,0,0,53,6,3,0,3,3,7,5,6,5,3,5,3,5,3,3,3,0,0,0,3,21,10,46,32,3,108,0,3,0,3,0,44,7,18,12,4,3,0,1,47.33199926796236,9.399513583262442,POINT (9.399513583262442 47.33199926796236)
74822444,2748200,1244400,10,9,3,3,0,0,0,8,4,0,4,0,3,3,0,0,0,4,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,3,3,3,3,3,0,9,0,3,0,0,0,4,3,3,3,3,0,0,1,47.333797577274815,9.399579718986612,POINT (9.399579718986612 47.333797577274815)
74822445,2748200,1244500,10,10,0,0,0,0,0,9,7,0,3,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,8,0,10,0,0,0,0,0,3,0,0,3,0,0,3,1,47.33469673155761,9.39961278852678,POINT (9.39961278852678 47.33469673155761)
74822449,2748200,1244900,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.33829334619388,9.399745077876185,POINT (9.399745077876185 47.33829334619388)
74822450,2748200,1245000,4,3,3,3,0,0,0,4,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,3,3,0,3,0,0,0,1,47.33919249922813,9.399778153011045,POINT (9.399778153011045 47.33919249922813)
74822451,2748200,1245100,3,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,1,47.340091652012006,9.399811229265037,POINT (9.399811229265037 47.340091652012006)
74822453,2748200,1245300,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.341889956827764,9.399877385130674,POINT (9.399877385130674 47.341889956827764)
74822460,2748200,1246000,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,47.348184015763856,9.400108965922643,POINT (9.400108965922643 47.348184015763856)
74822462,2748200,1246200,4,4,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,1,47.34998231604707,9.400175141940265,POINT (9.400175141940265 47.34998231604707)
74822476,2748200,1247600,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.362570389592335,9.400638499522913,POINT (9.400638499522913 47.362570389592335)
74822481,2748200,1248100,4,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,1,47.36706611801013,9.400804037603649,POINT (9.400804037603649 47.36706611801013)
74822490,2748200,1249000,29,22,7,7,0,0,0,21,0,3,20,0,8,8,0,0,0,17,3,0,0,0,0,0,5,3,3,3,3,3,3,0,3,0,0,0,0,12,3,0,0,0,0,3,4,3,3,3,0,0,0,3,0,0,0,0,0,3,17,3,3,3,0,25,3,3,0,3,0,17,7,8,3,0,0,0,1,47.37515841293863,9.401102076786735,POINT (9.401102076786735 47.37515841293863)
74832401,2748300,1240100,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.29511123791756,9.399480456100994,POINT (9.399480456100994 47.29511123791756)
74832437,2748300,1243700,70,56,14,13,3,0,0,53,19,0,34,0,17,16,3,0,0,33,3,0,3,0,0,7,5,6,3,3,3,0,3,3,3,3,0,0,0,37,3,0,0,0,4,9,4,3,0,3,3,3,4,3,3,3,3,0,0,8,46,3,5,9,0,62,5,3,3,3,0,39,15,17,7,0,0,0,1,47.32748100429513,9.400670735253206,POINT (9.400670735253206 47.32748100429513)
74832438,2748300,1243800,55,42,13,11,3,3,0,39,13,0,26,0,16,11,4,3,0,29,0,3,3,0,4,4,0,3,3,3,3,3,3,3,3,3,0,0,0,26,3,3,0,3,3,3,3,0,3,4,0,3,3,3,0,3,3,0,0,3,22,8,13,10,0,53,3,3,0,0,0,26,9,9,5,3,3,0,1,47.32838015994115,9.400703819251268,POINT (9.400703819251268 47.32838015994115)
74832439,2748300,1243900,82,38,44,7,26,11,0,47,18,0,29,0,35,3,26,7,0,35,3,0,3,4,3,4,3,4,3,3,3,3,3,0,3,0,0,0,0,47,4,4,3,3,3,4,7,3,3,3,3,3,5,3,3,3,3,0,0,3,10,12,33,24,3,79,3,3,0,3,0,32,11,6,4,8,3,0,1,47.3292793153394,9.400736904368433,POINT (9.400736904368433 47.3292793153394)
74832440,2748300,1244000,68,47,21,9,10,3,0,42,18,0,23,3,26,11,13,3,0,31,3,3,4,3,3,0,3,4,5,0,3,3,3,3,3,0,3,0,0,37,3,3,3,3,3,3,7,3,3,0,3,3,3,3,3,3,0,0,0,0,17,3,29,19,0,66,0,0,0,3,0,24,4,8,5,3,3,3,1,47.330178470489685,9.400769990604775,POINT (9.400769990604775 47.330178470489685)
74832441,2748300,1244100,32,26,6,0,6,0,0,26,14,0,12,0,6,3,5,0,0,14,3,0,0,0,0,3,3,0,3,0,3,3,3,0,3,3,0,0,0,18,3,3,0,0,3,3,0,0,3,0,3,3,3,3,0,3,0,3,0,8,3,3,12,7,0,23,7,3,0,3,0,17,9,5,3,0,3,0,1,47.33107762539182,9.400803077960347,POINT (9.400803077960347 47.33107762539182)
74832442,2748300,1244200,28,24,4,4,0,0,0,26,17,0,9,0,3,3,0,0,0,12,0,3,0,0,3,0,0,0,3,3,0,0,0,4,0,3,0,0,0,16,0,3,0,3,0,3,0,3,0,3,3,0,3,0,3,3,0,0,0,3,6,3,9,10,0,27,3,0,0,0,0,12,4,3,3,3,0,0,1,47.33197678004558,9.400836166435223,POINT (9.400836166435223 47.33197678004558)
74832443,2748300,1244300,12,10,3,3,0,0,0,9,7,0,3,0,3,3,3,0,0,6,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0,0,6,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,3,3,4,6,0,12,0,0,0,0,0,7,3,3,3,0,0,0,1,47.3328759344507,9.400869256029468,POINT (9.400869256029468 47.3328759344507)
74832444,2748300,1244400,12,10,3,0,3,0,0,9,4,0,5,0,3,0,3,0,0,6,0,0,3,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,3,0,3,6,4,0,11,3,0,0,0,0,6,4,0,3,0,3,0,1,47.333775088607,9.400902346743141,POINT (9.400902346743141 47.333775088607)
74832445,2748300,1244500,5,4,3,0,3,0,0,3,3,0,3,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,3,3,0,0,3,0,0,1,47.33467424251422,9.400935438576312,POINT (9.400935438576312 47.33467424251422)
74832446,2748300,1244600,7,7,0,0,0,0,0,7,3,0,6,0,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,5,0,7,0,0,0,0,0,3,0,0,3,3,0,0,1,47.335573396172194,9.400968531529044,POINT (9.400968531529044 47.335573396172194)
74832448,2748300,1244800,4,3,3,0,3,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,1,47.337371702739404,9.401034720793453,POINT (9.401034720793453 47.337371702739404)
74832460,2748300,1246000,3,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,47.348161521085835,9.401431950457589,POINT (9.401431950457589 47.348161521085835)
74832466,2748300,1246600,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.353556416642924,9.401630625791567,POINT (9.401630625791567 47.353556416642924)
74832486,2748300,1248600,4,4,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,1,47.37153933554594,9.402293168424531,POINT (9.402293168424531 47.37153933554594)
74832489,2748300,1248900,8,6,3,3,0,0,0,6,0,3,5,0,3,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,8,0,0,0,0,0,5,3,3,0,0,0,0,1,47.37423676451182,9.4023925885236,POINT (9.4023925885236 47.37423676451182)
74842424,2748400,1242400,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.31576946213531,9.401562926023972,POINT (9.401562926023972 47.31576946213531)
74842435,2748400,1243500,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,1,47.325660191809924,9.401926996648626,POINT (9.401926996648626 47.325660191809924)
74842436,2748400,1243600,32,30,3,3,0,3,0,30,16,0,14,0,3,3,0,3,0,18,7,3,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,14,3,3,3,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,3,15,0,4,11,0,30,0,3,0,0,0,10,3,3,3,4,0,3,1,47.32655934757502,9.401960100694833,POINT (9.401960100694833 47.32655934757502)
74842437,2748400,1243700,64,52,12,6,6,0,0,51,20,0,31,0,13,6,7,0,0,33,3,3,3,3,3,3,0,3,3,6,3,3,3,4,3,0,3,0,0,31,3,3,3,3,3,0,3,3,0,3,0,4,5,4,3,3,3,0,0,3,21,19,11,11,0,62,0,3,3,0,0,30,11,10,5,3,3,0,1,47.3274585030928,9.401993205860764,POINT (9.401993205860764 47.3274585030928)
74842438,2748400,1243800,48,31,17,4,10,3,0,29,12,0,17,0,19,4,12,3,0,25,0,3,3,3,0,0,3,3,4,3,3,3,3,0,3,3,3,0,0,23,0,3,0,3,3,3,3,3,3,0,3,4,3,3,4,0,0,0,0,3,6,6,23,10,0,45,0,3,0,0,0,22,6,11,3,3,3,0,1,47.328357658363096,9.40202631214649,POINT (9.40202631214649 47.328357658363096)
74842439,2748400,1243900,87,46,41,15,14,12,0,49,23,0,26,0,38,13,15,10,0,43,3,4,3,3,3,3,3,4,3,3,0,3,8,3,0,3,3,3,0,44,3,3,0,3,3,4,5,3,3,3,3,3,8,3,3,3,0,3,0,5,18,9,31,24,0,82,3,3,0,0,0,39,12,15,5,5,3,0,1,47.32925681338563,9.402059419552076,POINT (9.402059419552076 47.32925681338563)
74842440,2748400,1244000,103,57,46,27,17,3,0,57,28,0,29,0,46,27,16,3,0,49,3,3,3,0,4,8,4,3,3,3,3,4,3,3,6,3,3,3,0,54,3,3,0,3,3,6,4,4,0,3,4,7,4,4,4,3,5,3,3,8,25,6,50,14,0,95,3,3,3,0,0,55,21,23,8,3,0,0,1,47.330155968160206,9.402092528077588,POINT (9.402092528077588 47.330155968160206)
74842441,2748400,1244100,54,24,30,21,5,4,0,29,15,0,14,0,25,16,4,5,0,29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,25,3,0,3,3,3,3,3,3,0,4,3,3,3,0,0,0,3,0,0,6,14,7,16,11,0,48,5,0,3,0,0,26,13,5,3,7,0,0,1,47.33105512268661,9.40212563772309,POINT (9.40212563772309 47.33105512268661)
74842442,2748400,1244200,85,66,19,13,4,3,0,65,25,0,40,0,20,10,8,3,0,49,3,3,4,3,3,5,5,3,3,3,5,3,4,4,3,3,3,0,0,36,4,0,0,0,3,3,3,3,3,3,3,3,5,3,5,3,3,3,0,5,10,12,40,18,0,79,3,3,3,3,0,40,12,18,6,3,3,3,1,47.331954276964574,9.402158748488642,POINT (9.402158748488642 47.331954276964574)
74842443,2748400,1244300,7,7,0,0,0,0,0,7,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,4,3,3,3,0,0,0,1,47.33285343099396,9.402191860374318,POINT (9.402191860374318 47.33285343099396)
74842444,2748400,1244400,7,7,0,0,0,0,0,7,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,0,6,3,0,0,0,0,4,3,0,0,3,0,0,1,47.33375258477442,9.402224973380175,POINT (9.402224973380175 47.33375258477442)
